Brand,Model,128GB 12GB RAM_128GB 12GB RAM,128GB 12GB RAM_256GB 12GB RAM,128GB 12GB RAM_256GB 8GB RAM,128GB 12GB RAM_512GB 12GB RAM,128GB 12GB RAM_512GB 16GB RAM,128GB 16GB RAM_128GB 16GB RAM,128GB 16GB RAM_256GB 16GB RAM,128GB 16GB RAM_512GB 16GB RAM,128GB 4GB RAM_128GB 4GB RAM,128GB 4GB RAM_128GB 6GB RAM,128GB 4GB RAM_128GB 8GB RAM,128GB 4GB RAM_256GB 4GB RAM,128GB 4GB RAM_256GB 6GB RAM,128GB 4GB RAM_256GB 8GB RAM,128GB 4GB RAM_512GB 4GB RAM,128GB 4GB RAM_512GB 8GB RAM,128GB 4GB RAM_64GB 3GB RAM,128GB 4GB RAM_64GB 4GB RAM,128GB 4GB RAM_64GB 6GB RAM,128GB 6GB RAM_128GB 4GB RAM,128GB 6GB RAM_128GB 6GB RAM,128GB 6GB RAM_128GB 8GB RAM,128GB 6GB RAM_256GB 12GB RAM,128GB 6GB RAM_256GB 6GB RAM,128GB 6GB RAM_256GB 8GB RAM,128GB 6GB RAM_512GB 6GB RAM,128GB 6GB RAM_64GB 4GB RAM,128GB 6GB RAM_64GB 6GB RAM,128GB 8GB RAM_128GB 12GB RAM,128GB 8GB RAM_128GB 4GB RAM,128GB 8GB RAM_128GB 6GB RAM,128GB 8GB RAM_128GB 8GB RAM,128GB 8GB RAM_256GB 12GB RAM,128GB 8GB RAM_256GB 16GB RAM,128GB 8GB RAM_256GB 8GB RAM,128GB 8GB RAM_512GB 12GB RAM,128GB 8GB RAM_512GB 8GB RAM,128GB 8GB RAM_64GB 4GB RAM,128MB 48MB RAM_128MB 48MB RAM,128MB 64MB RAM_128MB 64MB RAM,164MB_164MB,16GB 1.5GB RAM_16GB 1.5GB RAM,16GB 2GB RAM_16GB 2GB RAM,1TB 16GB RAM_1TB 16GB RAM,1TB 16GB RAM_512GB 12GB RAM,1TB 24GB RAM_1TB 24GB RAM,256GB 12GB RAM_128GB 12GB RAM,256GB 12GB RAM_128GB 8GB RAM,256GB 12GB RAM_1TB 12GB RAM,256GB 12GB RAM_1TB 16GB RAM,256GB 12GB RAM_1TB 24GB RAM,256GB 12GB RAM_256GB 12GB RAM,256GB 12GB RAM_256GB 16GB RAM,256GB 12GB RAM_256GB 8GB RAM,256GB 12GB RAM_512GB 12GB RAM,256GB 12GB RAM_512GB 16GB RAM,256GB 16GB RAM_1TB 16GB RAM,256GB 16GB RAM_256GB 16GB RAM,256GB 16GB RAM_512GB 16GB RAM,256GB 4GB RAM_128GB 4GB RAM,256GB 4GB RAM_256GB 4GB RAM,256GB 4GB RAM_64GB 4GB RAM,256GB 6GB RAM_256GB 6GB RAM,256GB 8GB RAM_128GB 4GB RAM,256GB 8GB RAM_128GB 6GB RAM,256GB 8GB RAM_128GB 8GB RAM,256GB 8GB RAM_1TB 8GB RAM,256GB 8GB RAM_256GB 12GB RAM,256GB 8GB RAM_256GB 8GB RAM,256GB 8GB RAM_512GB 12GB RAM,256GB 8GB RAM_512GB 8GB RAM,256GB 8GB RAM_64GB 4GB RAM,32GB 1GB RAM_32GB 1GB RAM,32GB 2GB RAM_128GB 4GB RAM,32GB 2GB RAM_32GB 2GB RAM,32GB 2GB RAM_32GB 3GB RAM,32GB 2GB RAM_64GB 3GB RAM,32GB 2GB RAM_64GB 4GB RAM,32GB 3GB RAM_128GB 4GB RAM,32GB 3GB RAM_32GB 3GB RAM,32GB 3GB RAM_64GB 3GB RAM,32GB 3GB RAM_64GB 4GB RAM,32GB/64GB 2GB RAM_32GB/64GB 2GB RAM,32GB_32GB,4GB 512MB RAM_4GB 512MB RAM,512GB 12GB RAM_1TB 12GB RAM,512GB 12GB RAM_1TB 16GB RAM,512GB 12GB RAM_256GB 12GB RAM,512GB 12GB RAM_256GB 8GB RAM,512GB 12GB RAM_512GB 12GB RAM,512GB 12GB RAM_512GB 16GB RAM,512GB 16GB RAM_512GB 16GB RAM,512GB 8GB RAM_128GB 8GB RAM,512GB 8GB RAM_256GB 8GB RAM,512GB 8GB RAM_512GB 8GB RAM,512GB_512GB,64GB 2GB RAM_64GB 2GB RAM,64GB 3GB RAM_128GB 3GB RAM,64GB 3GB RAM_128GB 4GB RAM,64GB 3GB RAM_128GB 6GB RAM,64GB 3GB RAM_256GB 3GB RAM,64GB 3GB RAM_32GB 2GB RAM,64GB 3GB RAM_64GB 3GB RAM,64GB 3GB RAM_64GB 4GB RAM,64GB 4GB RAM_128GB 4GB RAM,64GB 4GB RAM_128GB 6GB RAM,64GB 4GB RAM_128GB 8GB RAM,64GB 4GB RAM_256GB 4GB RAM,64GB 4GB RAM_256GB 6GB RAM,64GB 4GB RAM_32GB 3GB RAM,64GB 4GB RAM_512GB 4GB RAM,64GB 4GB RAM_64GB 3GB RAM,64GB 4GB RAM_64GB 4GB RAM,64GB 4GB RAM_64GB 6GB RAM,64GB 6GB RAM_128GB 6GB RAM,64GB 6GB RAM_128GB 8GB RAM,64GB 6GB RAM_64GB 6GB RAM,64GB_64GB,8GB_8GB,Battery_Charging,Battery_Music play,Battery_Stand-by,Battery_Talk time,Battery_Type,Body_Build,Body_Dimensions,Body_Keyboard,Body_SIM,Body_Weight,Comms_Bluetooth,Comms_Infrared port,Comms_NFC,Comms_Positioning,Comms_Radio,Comms_USB,Comms_WLAN,Display_Protection,Display_Resolution,Display_Size,Display_Type,EU LABEL_Battery,EU LABEL_Energy,EU LABEL_Free fall,EU LABEL_Repairability,Features_Alarm,Features_Browser,Features_Clock,Features_Games,Features_Java,Features_Languages,Features_Messaging,Features_Sensors,Launch_Announced,Launch_Status,Main Camera_Dual,Main Camera_Dual or Triple,Main Camera_Features,Main Camera_Five,Main Camera_Penta,Main Camera_Quad,Main Camera_Single,Main Camera_Triple,Main Camera_Video,Memory_Call records,Memory_Card slot,Memory_Internal,Memory_Phonebook,Misc_Colors,Misc_Models,Misc_Price,Misc_SAR,Misc_SAR EU,Network_2G bands,Network_3G bands,Network_4G bands,Network_5G bands,Network_EDGE,Network_GPRS,Network_Speed,Network_Technology,Our Tests_Audio quality,Our Tests_Battery,Our Tests_Battery (old),Our Tests_Camera,Our Tests_Display,Our Tests_Loudspeaker,Our Tests_Performance,Platform_CPU,Platform_Chipset,Platform_GPU,Platform_OS,Selfie camera_Dual,Selfie camera_Features,Selfie camera_Single,Selfie camera_Triple,Selfie camera_Video,Sound_3.5mm jack,Sound_Alert types,Sound_Loudspeaker,Unspecified_Unspecified
Samsung,Samsung I220 Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 6 h,Removable Li-Ion 1440 mAh battery,,117 x 58 x 14 mm (4.61 x 2.28 x 0.55 in),QWERTY,Mini-SIM,105 g (3.70 oz),"2.0, A2DP",,,"GPS, A-GPS",No,microUSB 2.0,No,,"320 x 240 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~26.3% screen-to-body ratio)","TFT, 65K colors",,,,,,"WAP 2.0/xHTML, HTML",,,,,,,"2010, July. Released 2010, July",Discontinued,,,,,,,2 MP,,Yes,,microSDHC (dedicated slot),94MB 128MB RAM 128MB ROM,,Black,,About 70 EUR,0.57 W/kg (head)     0.42 W/kg (body),,CDMA 800 / 1900,CDMA2000 1xEV-DO,,,,,"EV-DO Rev.0, 153.2 Kbps",CDMA / EVDO,,,,,,,,,,,Microsoft Windows Mobile 6.1 Standard,,,,,,Yes,,Yes,
Samsung,Samsung R860 Caliber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 4 h 30 min,Removable Li-Ion 1080 mAh battery,,116 x 57 x 12 mm (4.57 x 2.24 x 0.47 in),,Mini-SIM,106 g (3.74 oz),"2.1, A2DP",,,"GPS, A-GPS",No,microUSB 2.0,No,,"240 x 400 pixels, 5:3 ratio (~179 ppi density)","2.6 inches, 19.2 cm2 (~29.1% screen-to-body ratio)","TFT,  256K colors",,,,,,"WAP 2.0/xHTML, HTML",,Yes,"Yes, MIDP 2.0",,"SMS, MMS, Email",,"2010, February. Released 2010, February",Discontinued,,,LED flash,,,,3.15 MP,,Yes,Yes,microSDHC (dedicated slot),124MB,"2000 entries, Photocall",Black,,About 80 EUR,1.29 W/kg (head)     0.80 W/kg (body),,CDMA 800 / 1900,CDMA2000 1xEV-DO,,,,,"EV-DO Rev.0, 153.2 Kbps",CDMA / EVDO,,,,,,,,,,,,,,,,,No,,Yes,
Samsung,Samsung R520 Trill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 4 h 30 min,Removable Li-Ion 880 mAh battery,,101 x 50 x 14 mm (3.98 x 1.97 x 0.55 in),,Mini-SIM,97 g (3.42 oz),"2.0, A2DP",,,No,No,2.0,No,,176 x 220 pixels (~128 ppi density),"2.2 inches, 15.2 cm2 (~30.2% screen-to-body ratio)","TFT,  256K colors",,,,,,"WAP 2.0/xHTML, HTML",,Yes,"Yes, MIDP 2.0",,"SMS, MMS, Email",,"2009, September. Released 2009, October",Discontinued,,,,,,,1.3 MP,,Yes,Yes,microSD (dedicated slot),1GB,"1000 entries, Photocall","Black, Blue",,About 100 EUR,1.22 W/kg (head)     0.69 W/kg (body),,CDMA 800 / 1900,CDMA2000 1xEV-DO,,,,,"EV-DO Rev.0, 153.2 Kbps",CDMA / EVDO,,,,,,,,,,,,,,,,,Yes,,Yes,
Samsung,Samsung M900 Moment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h 30 min,Removable Li-Ion 1440 mAh battery,,117 x 59 x 16 mm (4.61 x 2.32 x 0.63 in),QWERTY,Mini-SIM,161 g (5.68 oz),"2.1, A2DP",,,"GPS, A-GPS",No,microUSB 2.0,Wi-Fi 802.11 b/g,,"320 x 480 pixels, 3:2 ratio (~180 ppi density)","3.2 inches, 30.5 cm2 (~44.2% screen-to-body ratio)",AMOLED,,,,,,HTML,,,,,,"Accelerometer, proximity","2009, August. Released 2009, November",Discontinued,,,LED flash,,,,3.15 MP,,Yes,,microSDHC (dedicated slot),,,Black,,About 120 EUR,0.61 W/kg (head)     0.88 W/kg (body),,CDMA 800 / 1900,CDMA2000 1xEV-DO,,,,,"EV-DO Rev.0, 153.2 Kbps",CDMA / EVDO,,,,,,,,800MHz,,,Android 1.5 (Cupcake),,,,,,Yes,,Yes,
Samsung,Samsung I350 Intrepid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 6 h,Removable Li-Ion 1480 mAh battery,,124 x 62 x 13 mm (4.88 x 2.44 x 0.51 in),QWERTY,Mini-SIM,91 g (3.21 oz),"2.0, A2DP",,,"GPS, A-GPS",No,microUSB 2.0,Wi-Fi 802.11 b/g,,"320 x 240 pixels, 4:3 ratio (~157 ppi density)","2.55 inches, 20.1 cm2 (~26.2% screen-to-body ratio)","TFT resistive touchscreen, 65K colors",,,,,,"WAP 2.0/xHTML, HTML",,,,,,,"2009, March. Released 2009, October",Discontinued,,,,,,,3.15 MP,,Yes,,microSDHC (dedicated slot),"256MB RAM, 512MB ROM",,Black,,About 40 EUR,1.20 W/kg (head)     0.59 W/kg (body),,GSM 850 / 900 / 1800 / 1900,UMTS 2100,,,,,"EV-DO Rev.0, 153.2 Kbps",GSM / CDMA / UMTS / EVDO,,,,,,,,528 MHz,,,Microsoft Windows Mobile 6.5 Professional,,,,,,Yes,,Yes,
Samsung,Samsung M850 Instinct Hd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 5 h 50 min,Removable Li-Ion 1440 mAh battery,,118 x 58 x 13 mm (4.65 x 2.28 x 0.51 in),,Mini-SIM,114 g (4.02 oz),"2.1, A2DP",,,"GPS, A-GPS",No,microUSB 2.0,Wi-Fi 802.11 b/g,,"320 x 480 pixels, 3:2 ratio (~222 ppi density)","2.6 inches, 20.1 cm2 (~29.4% screen-to-body ratio)",TFT,,,,,,"WAP 2.0/xHTML, HTML",,Yes,"Yes, MIDP 2.0",,"SMS, MMS, Email, IM",Accelerometer,"2009, March. Released 2009, September",Discontinued,,,LED flash,,,,"5 MP, AF",,720p,Yes,microSDHC (dedicated slot),,"1000 entries, Photocall",Black,,About 140 EUR,1.15 W/kg (head)     0.77 W/kg (body),,CDMA 800 / 1900,CDMA2000 1xEV-DO,,,,,EV-DO Rev.A 3.1 Mbps,CDMA / EVDO,,,,,,,,,,,,,,,,,No,,Yes,
Samsung,Samsung U450 Intensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 500 h,Up to 7 h,"Extended battery, Li-Ion 1500 mAh",,108 x 53 x 17 mm (4.25 x 2.09 x 0.67 in),QWERTY,Mini-SIM,100 g (3.53 oz),"2.1, A2DP",,,No,No,microUSB 2.0,No,,176 x 220 pixels (~134 ppi density),"2.1 inches, 13.9 cm2 (~24.2% screen-to-body ratio)","TFT resistive touchscreen, 256K colors",,,,,,WAP 2.0/xHTML,,Yes,"Yes, MIDP 2.0",,"SMS, MMS, Email, IM",,"2009, July. Released 2009, September",Discontinued,,,,,,,1.3 MP,,No,Yes,microSDHC (dedicated slot),128MB,"1000 entries, Photocall","Black, Red",,About 60 EUR,0.72 W/kg (head)     0.57 W/kg (body),,CDMA 800 / 1900,,,,No,No,,CDMA,,,,,,,,,,,,,,,,,No,,Yes,
Samsung,Samsung U960 Rogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 500 h,Up to 7 h 30 min,Extended battery,,109 x 55 x 17 mm (4.29 x 2.17 x 0.67 in),QWERTY,Mini-SIM,140 g (4.94 oz),"2.1, A2DP",,,No,No,microUSB 2.0,No,,"480 x 800 pixels, 5:3 ratio (~301 ppi density)","3.1 inches, 27.4 cm2 (~45.6% screen-to-body ratio)","AMOLED resistive touchscreen, 256K colors",,,,,,WAP 2.0/xHTML,,Yes,"Yes, MIDP 2.0",,"SMS, MMS, Email, IM",Accelerometer,"2009, April. Released 2009, August",Discontinued,,,LED flash,,,,3.15 MP,,Yes,Yes,microSDHC (dedicated slot),256MB RAM,"1000 entries, Photocall",Black,,About 90 EUR,1.36 W/kg (head)     0.67 W/kg (body),,CDMA 800 / 1900,CDMA2000 1xEV-DO,,,,,EV-DO Rev.A 3.1 Mbps,CDMA / EVDO,,,,,,,,,,,,,,,,,Yes,,Yes,
Samsung,Samsung S3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 490 h,Up to 8 h 30 min,Removable Li-Ion 800 mAh battery,,95 x 47 x 14.9 mm (3.74 x 1.85 x 0.59 in),,Mini-SIM,99.2 g (3.49 oz),"2.1, A2DP",,,No,"FM radio, RDS",2.0,No,,176 x 220 pixels (~134 ppi density),"2.1 inches, 13.9 cm2 (~31.1% screen-to-body ratio)","TFT, 256K colors",,,,,,WAP 2.0/xHTML,,Yes + downloadable,"Yes, MIDP 2.0",,"SMS, MMS, Email",,"2009, August. Released 2009, September",Discontinued,,,,,,,1.3 MP,,Yes,Yes,microSDHC (dedicated slot),15MB,"1000 contacts, Photo call","Black, Pink",,About 70 EUR,1.31 W/kg (head)     0.45 W/kg (body),0.38 W/kg (head),GSM 850 / 900 / 1800 / 1900,,,,Class 10,Class 10,,GSM,,,,,,,,,,,,,,,,,No,,Yes,
Samsung,Samsung A887 Solstice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 250 h,Up to 5 h,Removable Li-Ion 1000 mAh battery,,109 x 53 x 12.7 mm (4.29 x 2.09 x 0.5 in),,Mini-SIM,94 g (3.32 oz),"2.0, A2DP",,,"GPS, A-GPS",FM radio,2.0,No,,"240 x 400 pixels, 5:3 ratio (~155 ppi density)","3.0 inches, 25.6 cm2 (~44.3% screen-to-body ratio)","TFT resistive touchscreen, 256K colors",,,,,,"WAP 2.0/xHTML, HTML",,Yes + downloadable,"Yes, MIDP 2.0",,"SMS, MMS, Email",Accelerometer,"2009, July. Released 2009, August",Discontinued,,,,,,,2 MP,,Yes,Yes,microSDHC (dedicated slot),189MB,"2000 entries, Photocall",Black,,About 60 EUR,1.23 W/kg (head)     0.54 W/kg (body),,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900,,,,,HSPA 3.6/0.384 Mbps,GSM / HSPA,,,,,,,,,,,,,,,,,No,,Yes,
Samsung,Samsung E2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 560 h,Up to 10 h,Removable Li-Ion 1000 mAh battery,,104.5 x 45 x 14.6 mm (4.11 x 1.77 x 0.57 in),,Mini-SIM,74 g (2.61 oz),"2.0, A2DP (Samsung E2120B only)",,,No,"Stereo FM radio, recording; built-in antenna",2.0,No,,"128 x 128 pixels, 1:1 ratio (~119 ppi density)","1.52 inches, 7.5 cm2 (~15.8% screen-to-body ratio)","CSTN, 65K colors",,,,,,"WAP 2.0/xHTML, HTML",,Yes + downloadable,"Yes, MIDP 2.0",,"SMS, MMS",,"2009, August. Released 2009, September",Discontinued,,,,,,,VGA,,Yes,"20 dialed, 20 received, 20 missed calls",microSD (dedicated slot),9MB,Yes,Black,,About 40 EUR,,0.76 W/kg (head),GSM 900 / 1800,,,,No,Class 10,,GSM,,,,,,,,,,,,,,,,,No,,Yes,
Samsung,Samsung S5233T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 640 h,Up to 9 h 30 min,Removable Li-Ion 1000 mAh battery,,106 x 53.5 x 11.9 mm (4.17 x 2.11 x 0.47 in),,Mini-SIM,95 g (3.28 oz),"2.1, A2DP",,,No,"Stereo FM radio, RDS",2.0,No,,"240 x 400 pixels, 5:3 ratio (~155 ppi density)","3.0 inches, 25.6 cm2 (~45.2% screen-to-body ratio)","TFT resistive touchscreen, 256K colors",,,,,,"WAP 2.0/xHTML, HTML",,Yes + downloadable,"Yes, MIDP 2.0",,"SMS, MMS, Email, RSS",Accelerometer,"2009, August. Released 2009, September",Discontinued,,,,,,,3.15 MP,,320p@15fps,Yes,microSDHC (dedicated slot),84MB,"2000 entries, Photocall","Black, White",,About 60 EUR,,0.65 W/kg (head),GSM 850 / 900 / 1800 / 1900,,,,Class 12,Class 12,,GSM,,,,,,,,,,,,,,,,,No,,Yes,
Samsung,Samsung I6220 Star Tv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 5 h,Removable Li-Ion 1000 mAh battery,,105 x 53 x 12 mm (4.13 x 2.09 x 0.47 in),,Mini-SIM,92 g (3.25 oz),"2.1, A2DP",,,No,"Stereo FM radio, RDS",2.0,No,,"240 x 400 pixels, 5:3 ratio (~155 ppi density)","3.0 inches, 25.6 cm2 (~46.0% screen-to-body ratio)","TFT resistive touchscreen, 256K colors",,,,,,"WAP 2.0/xHTML, HTML",,Yes + downloadable,"Yes, MIDP 2.0",,"SMS, MMS, Email",Accelerometer,"2009, August. Released 2009, September",Discontinued,,,,,,,3.15 MP,,320p@15fps,Yes,"microSDHC (dedicated slot), 1 GB included",50MB,"1000 entries, Photocall","Black, Red",,About 130 EUR,0.75 W/kg (head)     1.30 W/kg (body),,GSM 850 / 900 / 1800 / 1900,,,,Class 12,Class 12,,GSM,,,,,,,,,,,,,,,,,No,,Yes,
Samsung,Samsung S9110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Li-Ion 630 mAh, non-removable",,57.5 x 41.1 x 12 mm (2.26 x 1.62 x 0.47 in),,Mini-SIM,91.0 g (3.21 oz),2.1,,,No,No,No,No,"Scratch-resistant glass, oleophobic coating",176 x 220 pixels (~160 ppi density),1.76 inches,"TFT, 256K colors",,,,,,WAP 1.2.1/xHTML,,,,,,,"2009, July. Released 2009, November",Discontinued,,,,,,,,,,,No,40MB,,Silver,,,,,GSM 900 / 1800,,,,Class 10,Class 10,,GSM,,,,,,,,,,,Proprietary OS,,,,,,No,,Yes,
Samsung,Samsung T469 Gravity 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 5 h 30 min,Removable Li-Ion 1000 mAh battery,,114.3 x 52 x 15 mm (4.5 x 2.05 x 0.59 in),QWERTY,Mini-SIM,125 g (4.41 oz),"2.0, A2DP",,,No,No,2.0,No,,"240 x 320 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~30.0% screen-to-body ratio)","TFT, 256K colors",,,,,,"WAP 2.0/xHTML, HTML",,Yes,"Yes, MIDP 2.0",,"SMS, MMS, Email, IM",,"2009, July. Released 2009, August",Discontinued,,,,,,,2 MP,,Yes,"30 dialed, 30 received, 30 missed calls",microSDHC (dedicated slot),40MB,"1000 entries, Photocall","Berry Mauve, Metallic Pumpkin",,About 70 EUR,0.30 W/kg (head)     0.81 W/kg (body),0.13 W/kg (head),GSM 850 / 900 / 1800 / 1900,HSDPA 1700 / 2100,,,,,HSPA 3.6/0.384 Mbps,GSM / HSPA,,,,,,,,,,,,,,,,,No,,Yes,
Samsung,Samsung T559 Comeback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 288 h,Up to 5 h 30 min,Removable Li-Ion 960 mAh battery,,109.2 x 55.9 x 17.8 mm (4.30 x 2.20 x 0.70 in),QWERTY,Mini-SIM,130.4 g (4.59 oz),"2.0, A2DP",,,GPS,No,2.0,No,,"320 x 240 pixels, 4:3 ratio (~138 ppi density)","2.9 inches, 26.0 cm2 (~42.7% screen-to-body ratio)","TFT, 256K colors",,,,,,"WAP 2.0/xHTML, HTML",,Yes,"Yes, MIDP 2.0",,"SMS, MMS, Email",,"2009, July. Released 2009, July",Discontinued,,,,,,,2 MP,,Yes,"30 dialed, 30 received, 30 missed calls",microSDHC (dedicated slot),,"1000 entries, Photocall","Pearl White Plum, Frost Silver Cherry",,About 70 EUR,0.88 W/kg (head)     0.76 W/kg (body),0.91 W/kg (head),GSM 850 / 900 / 1800 / 1900,UMTS 2100,,,,,"Yes, 384 kbps",GSM / UMTS,,,,,,,,,,,,,,,,,No,,Yes,
Samsung,Samsung T746 Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 450 h,Up to 6 h 30 min,Removable Li-Ion 1200 mAh battery,,108 x 54 x 13.7 mm (4.25 x 2.13 x 0.54 in),,Mini-SIM,105 g (3.70 oz),"2.0, A2DP",,,No,No,2.0,No,,"240 x 400 pixels, 5:3 ratio (~155 ppi density)","3.0 inches, 25.6 cm2 (~43.9% screen-to-body ratio)","TFT, 16M colors",,,,,,"WAP 2.0/xHTML, HTML",,Yes + downloadable,"Yes, MIDP 2.0",,"SMS, MMS, Email, IM",Accelerometer,"2009, June. Released 2009, July",Discontinued,,,,,,,3.15 MP,,Yes,Yes,microSDHC (dedicated slot),60MB,"2000 entries, Photocall","Fire, Ice",,About 80 EUR,1.13 W/kg (head),,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900,,,,,HSPA,GSM / HSPA,,,,,,,,,,,,,,,,,No,,Yes,
Samsung,Samsung S5600V Blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 250 h,Up to 2 h,Removable Li-Ion 1000 mAh battery,,102.8 x 54.8 x 12.9 mm (4.05 x 2.16 x 0.51 in),,Mini-SIM,92 g (3.25 oz),"2.1, A2DP",,,No,"Stereo FM radio, RDS",2.0,No,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)","2.8 inches, 24.3 cm2 (~43.1% screen-to-body ratio)","TFT, 16M colors",,,,,,"WAP 2.0/xHTML, HTML",,Yes + downloadable,"Yes, MIDP 2.0",,"SMS, MMS, Email",Accelerometer,"2009, June",Discontinued,,,LED flash,,,,3.15 MP,,320p@15fps,Yes,"microSDHC (dedicated slot), 4 GB included",50MB,"Yes, Photo Contact","Black, Pink",,About 200 EUR,0.78 W/kg (head)     0.42 W/kg (body),0.80 W/kg (head),GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,,,,HSPA 7.2/0.384 Mbps,GSM / HSPA,,,,,,,,,,,,,,,,,No,,Yes,
